label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12
5	1094 N	0.3311	Biotechnology	Applied Mathematics, Data Science	1043	0.7686	518	0.8182	Eriq	0.4921	0.456	233	0.5523
1	724 N	0.3896	Computer Game Design	Robotics Engineering, Natural Language Processing	571	0.502	99	0.8741	Inan	0.8222	0.409	525	0.8343
0	813 N	0.1091	Data Science	Human Computer Interaction	117	0.4555	723	0.6092	Reilly	0.4293	0.786	-144	0.0756
4	-13 N	1.1842	Natural Language Processing	Biotechnology	973	0.0286	390	0.2243	Lise	0.2721	0.117	716	0.1132
3	134 N	-0.1032	Bioengineering	Games and Playable Media, Computational Media	328	0.119	721	0.0997	Sam	1.0341	0.7253	415	0.4202
0	1006 N	0.2684	Data Science	Computer Game Design	-55	0.5836	595	0.5693	Reilly	NULL	0.7001	176	0.1492
0	913 N	0.1168	Data Science	Human Computer Interaction, Computer Game Design	-32	?	656	0.5783	Vani	0.4869	1.3193	-30	0.1135
3	84 N	-0.1667	Computer Game Design	Statistics	306	0.0983	796	0.1352	Sam	0.9593	0.6572	566	0.6081
1	618 N	0.6928	Computer Science	Electrical Engineering	517	0.4503	-224	0.6142	Inan	0.7587	0.1597	913	1.1488
1	749 N	0.6055	Computer Science	Natural Language Processing, Electrical Engineering	605	0.4565	28	0.5059	Eriq	0.6428	0.0591	741	0.8771
4	152 N	0.9924	Applied Mathematics	Statistics	751	0.3956	422	0.0693	Lise	0.1862	0.1795	761	0.0583
5	1165 N	0.2581	Robotics Engineering	Applied Mathematics, Biotechnology	805	1.147	563	0.7413	Fabrice	0.5087	0.3369	221	0.7351
2	699 N	0.8688	Computer Engineering	Bioinformatics	405	0.9144	303	0.3405	Michael	0.423	0.5363	692	0.4159
0	998 N		Electrical Engineering	Human Computer Interaction	71	0.8117	960	0.4449	Chris	0.8943	0.8581	196	0.0121
5	926 N	0.5486	Human Computer Interaction	Data Science, Biotechnology	564	0.8831	511	0.9869	Fabrice	0.4453	0.3166	463	0.6862
5	742 N	0.7406	Applied Mathematics	Applied Mathematics, Biotechnology	618	0.924	755	0.871	Andrew	0.5597	0.5653	368	0.6282
4	201 N	1.0708	Applied Mathematics	Technology and Information Management	847	0.4226	441	0.2487	Lise	-0.0955	0.1507	620	0.1891
5	666 N	0.3079	Technology and Information Management	Data Science, Applied Mathematics	774	0.9974	690	0.7841	Andrew	0.4184	0.6862	126	0.556
2	239 N	0.7889	Statistics	Computer Engineering	340	1.033	522	0.5434	Michael	0.0373	0.4245	1040	0.3033
2	500 N	0.6497	Computer Engineering	Computer Engineering	339	0.5792	529	0.4275	Michael	0.2995	0.6383	864	0.465
4	144 N	1.1738	Applied Mathematics	Technology and Information Management	684	0.8037	426	0.0343	Lise	0.0909	-0.0108	689	0.2015
5	602 N	0.4966	Biotechnology	Electrical Engineering	914	0.9403	710	0.6504	Andrew	0.439	0.5269	386	0.5777
2	341 N	0.8407	COMPUTER ENGINEERING	Computer Engineering	320	0.5959	514	0.2733	Sam	0.32	0.7637	933	0.3446
0	955 N	0.3331	Electrical Engineering	Human Computer Interaction	40	0.3616	961	0.3899	Chris	0.614	1.0662	-20	0.2528
1	1074 N	0.5616	Games and Playable Media	Robotics Engineering	611	0.3703	177	0.8234	Eriq	0.8875	0.0704	1002	0.998
5	706 N	0.7561	Human Computer Interaction	Applied Mathematics	566	1.0203	726	0.8227	Andrew	0.4501	0.9077	276	0.7874
2	445 N	0.8676	Computer Engineering	Computer Engineering	357	0.8058	336	0.6753	Michael	0.1544	0.6732	908	0.3644
1	545 N	0.6149	Games and Playable Media	Robotics Engineering, Natural Language Processing	544	0.3892	52	0.7481	Eriq	0.609	0.0811	697	0.7825
3	-38 N	-0.1193	Bioengineering	Games and Playable Media	242	0.1741	825	0.101	Sam	0.5576	0.5174	353	0.4291
1	740 N	0.3739	Games and Playable Media	Natural Language Processing, Robotics Engineering	640	0.6233	-146	0.6358	Eriq	0.7097	0.263	787	1.1272
2	149 N	0.7607	COMPUTER ENGINEERING	Computer Engineering	177	0.5921	266	0.3211	Michael	0.5049	0.4829	971	0.2386
3	-8 N	0.0077	cOMPUTER gAME dESIGN	Bioengineering, Games and Playable Media	353	0.1253	771	0.1212	Sam	1.175	0.6977	420	0.4897
5	1012 N	0.6319	Technology and Information Management	Biotechnology	910	0.6623	491	0.8612	Andrew	0.5069	0.4198	554	0.6117
0	829 N	0.2347	Electrical Engineering	Computer Science	215	0.54	624	0.6756	Chris	0.5162	0.8429	1	0.1603
3	38 N	-0.1115	Computer Game Design	Bioengineering, Games and Playable Media	307	0.1063	879	0.0876	Sam	0.8617	0.7561	421	0.3949
1	658 N	0.4214	Computational Media	Natural Language Processing, Robotics Engineering	491	0.4092	200	0.7298	Inan	0.7241	0.1298	497	0.9536
0	941 N	-0.0404	Electrical Engineering	Human Computer Interaction	-30	0.7314	816	0.4607	NULL	0.4315	1.1829	15	0.1364
1	885 N	0.3795	Games and Playable Media	Robotics Engineering	553	0.6098	92	0.6428	Inan	0.932	0.287	897	0.844
0	926 N	0.3829	Data Science	Computer Science	-79	0.6155	674	0.5874	Chris	0.276	0.9402	147	0.2318
4	178 N	1.119	Bioinformatics	Statistics	1044	0.3898	480	0.1494	Lise	0.0679	0.1297	721	0.0814
2	346 N	0.5375	Computer Engineering	Computer Engineering	340	0.9341	410	0.5771	Michael	0.3721	0.4281	927	0.2331
4	285 N	0.793	Bioinformatics	Technology and Information Management	1001	0.2471	399	-0.0193	Vani	0.0365	-0.0286	797	-0.0033
2	327 N	0.6335	Statistics	Computer Engineering	418	0.7768	363	0.4109	Michael	0.2648	0.4312	750	0.3023
1	558 N	0.5756	Computational Media	Electrical Engineering	328	0.3797	-40	0.7964	Eriq	0.6685	0.1903	689	0.9435
3	-247 N	-0.0482	Bioengineering	Bioengineering	298	0.2678	882	0.1786	Sam	1.2253	0.8813	282	0.7124
5	661 N	0.4768	Human Computer Interaction	Applied Mathematics	804	0.6445	551	0.9203	Andrew	0.3098	0.5943	536	0.7383
1	635 N	0.6039	Games and Playable Media	Natural Language Processing	520	0.1785	73	0.8471	Inan	0.7345	0.2004	912	0.8543
0	715 N	0.4585	Electrical Engineering	Computer Game Design, Computer Science	100	0.5759	792	0.8027	Chris	0.7691	1.0128	217	0.1264
5	810 N	0.2884	technology and information management	Biotechnology	727	0.6944	640	0.9772	Fabrice	0.4348	0.5911	258	0.6786
1	410 N	0.7053	Games and Playable Media	Natural Language Processing	232	0.3173	115	0.5817	Michael	0.6277	0.0277	759	0.7805
3	11 N	0.0399	bIOENGINEERING	Games and Playable Media	401	0.3886	908	0.2504	Sam	0.9186	0.7455	190	0.3802
1	957 N	0.7034	Computer Science	Robotics Engineering	548	0.4076	21	0.5406	Inan	0.3685	0.1168	669	1.0876
0	729 N	0.2704	Electrical Engineering	Human Computer Interaction	139	0.6676	675	0.5328	Chris	0.5256	1.0163	101	0.0479
3	-227 N	0.1137	Computer Game Design	Human Computer Interaction	341	0.058	921	0.0017	Sam	0.8224	0.2942	410	0.5136
3	-13 N	0.1288	Bioengineering	Computational Media	408	0.0772	1166	0.0511	Sam	0.9135	0.6547	342	0.7158
2	440 N	0.701	Computer Engineering	Computer Engineering	389	0.7746	62	0.3997	Michael	0.3652	0.5261	635	0.1622
3	-37 N	-0.0782	Bioengineering	Bioengineering	236	0.0347	938	-0.1377	Sam	0.9329	0.6129	315	0.5051
3	-188 N	0.219	Computer Game Design	Computational Media, Games and Playable Media	521	-0.1194	831	-0.1675	Sam	0.7163	0.5121	506	0.7268
5	733 N	0.4412	Human Computer Interaction	Data Science	725	0.9582	525	0.9191	Andrew	0.3101	0.8728	286	0.736
2	252 N	0.7749	Computer Engineering	Bioinformatics	321	0.4316	256	0.3762	Michael	0.5296	0.2343	825	0.3026
2	454 N	0.5824	Statistics	Computer Engineering	376	0.7436	276	0.5267	Michael	NULL	0.2737	978	0.2671
3	74 N	0.2642	Computer Game Design	Computational Media	NULL	0.1844	910	0.1349	Sam	0.5871	0.6093	427	0.5377
3	145 N	0.1065	Bioengineering	N/A	602	0.1357	1025	0.1337	Sam	0.8292	0.4607	388	0.4725
2	344 N	0.6492	Statistics	Computer Engineering	629	0.7197	436	0.4694	Michael	0.278	0.396	575	0.405
3	38 N	0.1193	Bioengineering	Computational Media, Games and Playable Media	467	-0.0936	1011	-0.1576	Sam	0.8632	0.4981	382	0.3757
0	859 N	0.4483	Data Science	Human Computer Interaction, Computer Science	37	0.7113	780	0.7284	Reilly	0.3666	0.9126	0	0.2655
3	8 N	-0.0341	Bioengineering	Bioengineering	296	0.1619	992	0.0254	Sam	0.5813	0.4922	547	0.5294
0	819 N	0.0582	Electrical Engineering	Human Computer Interaction, Computer Science	-120	0.6084	788	0.4074	cHRIS	0.4886	1.2833	137	0.0761
3	-43 N	0.1998	Bioengineering	Bioinformatics	327	-0.1334	1207	-0.0978	Sam	0.9717	0.3665	266	0.6958
4	239 N	1.0223	Applied Mathematics	Technology and Information Management	844	0.5898	288	0.3723	Tony	0.1648	0.1886	767	0.0652
5	886 N	0.4797	Biotechnology	Biotechnology	883	0.8691	562	n/a	Andrew	0.5708	0.5631	338	0.5874
0	760 N	0.1743	Electrical Engineering	Human Computer Interaction	-147	0.3761	892	0.6193	Chris	0.341	1.0933	145	0.1551
4	94 N	0.8593	Bioinformatics	Computer Game Design, Human Computer Interaction	822	0.3111	138	0.1522	Tony	0.0457	0.1444	456	0.2193
5	819 N	0.7135	Human Computer Interaction	Data Science, Biotechnology	823	1.2043	560	0.7616	Andrew	0.3415	0.6627	232	0.7388
5	653 N	0.6432	Robotics Engineering	Biotechnology, Data Science	420	0.7468	673	1.0827	Andrew	0.3505	0.6697	465	0.5218
2	384 N	0.7406	Computer Engineering	Computer Engineering	196	0.7985	363	0.4655		0.2595	0.3423	895	0.2958
1	728 N	0.5645	Computer Science	Technology and Information Management	527	0.4006	29	0.9019	Michael	0.6272	0.217	710	0.9184
4	28 N	1.0772	Bioinformatics	Statistics	NULL	0.0769	169	0.2853	Tony	0.0973	-0.1505	761	0.0943
3	57 N	0.0928	Computer Game Design	Bioengineering	385	0.1192	934	0.0507	Sam	0.7685	0.8268	353	0.6086
1	689 N	0.6622	Games and Playable Media	Robotics Engineering	534	0.3542	212	0.894	Inan	0.6885	-0.0104	647	0.9087
0	919 N	0.2494	Data Science	Human Computer Interaction, Computer Game Design	25	0.4983	807	0.5682	Chris	0.4447	1.1385	86	0.2649
4	160 N	1.275	Natural Language Processing	Statistics	841	0.3309	647	0.2058	Tony	-0.2068	0.2845	665	0.1103
0	621 N	0.3355	ELECTRICAL ENGINEERING	Games and Playable Media	186	0.5823	733	0.5881	Reilly	0.602	0.9928	115	0.3628
3	0 N	-0.2605	Bioengineering	Bioengineering	383	0.1276	1047	0.1678	Sam	1.0044	0.8402	499	0.3932
4	209 N	0.8173	Bioinformatics	Statistics	1039	0.2717	698	0.1366	Lise	0.0043	0.0933	750	-0.0571
4	225 N	0.9361	Bioinformatics	Technology and Information Management	N/A	0.1788	141	0.1554	Vani	0.0645	0.0855	440	0.1881
1	487 N	0.4518	Computational Media	Natural Language Processing	240	n/a	73	0.8099	Inan	0.6874	0.1265	916	0.8515
2	582 N	0.8362	Statistics	Bioinformatics	128	0.5078	342	0.322	Michael	0.4941	0.5263	971	0.3685
2	221 N	0.5719	Statistics	Computer Engineering	N/A	0.7548	255	0.4317	Vani	0.2313	0.1714	698	0.5583
3	151 N	-0.1686	Computer Game Design	Bioengineering	550	0.2591	1218	0.0073	Sam	0.9053	0.7009	535	0.6131
3	-46 N	0.1137	Computer Game Design	Technology and Information Management	505	0.2116	1084	0.2172	Sam	0.9923	0.9682	536	0.616
1	768 N	0.7186	Computer Science	Technology and Information Management	430	0.4949	353	0.426	Inan	0.7182	-0.0003	922	0.9927
5	754 N	0.4256	Technology and Information Management	Biotechnology, Data Science	669	0.8357	969	0.7588	Fabrice	0.5133	0.7374	431	0.8677
2	310 N	0.8942	Statistics	Bioinformatics	294	0.7658	507	0.5614	Michael	0.4843	0.3422	935	0.377
2	360 N	0.6809	Statistics	Computer Engineering	39	0.7123	334	0.4023	Michael	0.271	0.6402	868	0.5411
3	236 N	0.1376	Bioengineering	Bioinformatics	168	0.276	1136	0.1196	Sam	0.8845	0.8861	351	0.774
1	818 N	0.5853	Computer Science	Natural Language Processing, Electrical Engineering	355	0.5274	-62	0.5989	Inan	0.8237	0.1742	829	1.0988
5	852 N	0.628	TECHNOLOGY AND INFORMATION MANAGEMENT	Biotechnology	646	0.6611	725	0.9907	Andrew	0.448	0.6855	472	0.6018
4	406 N	0.8854	Natural Language Processing	Statistics	944	0.3064	354	-0.0102	Tony	0.0984	0.0043	496	0.0619
5	788 N	0.4589	Biotechnology	Biotechnology	776	0.58	591	0.9904	Fabrice	0.4102	0.861	492	0.8666
2	281 N	0.9576	Statistics	Electrical Engineering	322	0.8428	249	0.6696	Michael	0.2101	0.2816	907	0.6627
5	681 N	0.3369	Human Computer Interaction	Biotechnology	897	?	834	0.8239	Andrew	0.3794	0.7531	440	n/a
5	927 N	0.3948	Robotics Engineering	Computer Game Design	705	0.9477	622	0.8589	Fabrice	0.462	0.5458	420	0.7718
3	-20 N	-0.0629	Computer Game Design	Games and Playable Media, Computational Media	583	0.2634	1125	0.0483	Sam	0.9213	0.5873	288	0.3881
5	922 N	0.2695	Human Computer Interaction	Statistics	768	0.9775	651	0.8917	Andrew	0.436	0.6398	311	0.5954
3	168 N	-0.0004	Bioengineering	Bioengineering	333	0.305	1160	-0.0017	Sam	0.8689	0.5807	410	0.5838
4	161 N	1.1405	natural language processing	Statistics	971	0.4583	310	-0.0577	Vani	0.0379	0.4068	501	0.0493
1	864 N	0.7454	Bioengineering	Electrical Engineering, Natural Language Processing	479	0.4094	-11	0.7263	Eriq	0.6539	-0.0503	870	1.0372
1	738 N	0.5962	Games and Playable Media	Robotics Engineering	467	0.8107	222	0.729	Inan	0.6449	0.1966	490	0.9237
0	745 N	0.1733	Data Science	Computer Game Design	38	0.4348	745	0.5285	Reilly	0.5256	0.8694	-43	0.2919
2	335 N	0.8083	Robotics Engineering	Computer Engineering	350	0.8755	303	0.4678	Michael	0.5865	0.4725	997	0.341
3	187 N	-0.0743	Bioengineering	Computational Media, Games and Playable Media	613	0.4162	975	0.0479	Sam	1.1318	0.5135	310	0.499
1	638 N	0.3326	Computational Media	Electrical Engineering	552	0.5049	-104	0.8446	Inan	0.8418	0.3289	747	0.9681
2	293 N	0.8175	Computer Engineering	Games and Playable Media, Computational Media	225	0.44	392	n/a	mICHAEL	0.4256	0.2485	897	0.4904
5	682 N	0.6514	N/A	aPPLIED mATHEMATICS, dATA sCIENCE	685	0.7699	686	0.7863	Fabrice	0.422	0.5021	207	0.5298
5	819 N	0.5032	Biotechnology	Biotechnology	734	1.053	616	0.7541	fABRICE	0.4152	0.7091	228	n/a
0	876 N	-0.0518	Data Science	Natural Language Processing	-13	0.7535	696	0.6576	Reilly	0.4741	0.9777	-54	0.2032
0	785 N	0.1115	Data Science	Human Computer Interaction, Computer Science	28	0.6781	677	0.7793	Reilly	0.9658	1.4994	10	0.3782
2	375 N	0.865	Statistics	Computer Engineering	142	0.6336	393	0.6603	Michael	0.3122	0.5071	864	0.5093
4	381 N	0.8815	Bioinformatics	Statistics	1036	-0.0149	468	0.117	Reilly	-0.1023	-0.2019	593	-0.0837
4	200 N	1.2186	Natural Language Processing	Technology and Information Management	1360	0.0118	509	0.1334	Fabrice	-0.1037	0.2827	782	0.067
0	747 N	0.0366	Electrical Engineering	Computer Science, Computer Game Design	127	0.5181	921	0.4506	Chris	0.4977	0.8768	110	0.2946
1	520 N	0.7657	Computational Media	Natural Language Processing	725	0.3521	16	0.6844	Michael	0.8066	0.082	621	0.7524
3	148 N	-0.0743	Computer Game Design	Bioengineering	539	0.256	1114	0.0263	Sam	1.0029	0.7619	448	0.24
2	698 N	0.945	Statistics	Computer Engineering	351	0.5386	681	0.4616	michael	0.1739	0.3573	939	0.3701
1	669 N	0.7848	Computer Science	Bioengineering, Games and Playable Media	427	0.6953	-221	0.8759	Inan	0.9383	0.64	637	1.1416
5	978 N	0.4309	Human Computer Interaction	Applied Mathematics	593	1.1248	718	0.6849	Fabrice	0.4228	0.7816	184	0.6239
1	431 N	0.4869	Computer Science	Statistics	496	0.5754	-184	0.5668	Inan	0.7027	0.1298	861	1.1233
2	245 N	0.8804	Statistics	Bioinformatics	123	0.7414	234	0.1007	Eriq	0.339	0.4776	857	0.3647
4	293 N	0.9289	Bioengineering	Technology and Information Management	971	0.2276	435	0.2066	Vani	0.0192	-0.0692	575	0.1045
5	779 N	0.6471	Biotechnology	Data Science	737	0.9592	584	0.9268	Andrew	0.3144	0.5737	365	0.6638
1	653 N	0.5109	Computer Science	Natural Language Processing	531	0.275	229	0.5833	Lise	0.8491	0.1913	874	0.9087
5	849 N	0.4769	Human Computer Interaction	Data Science	737	0.9374	678	0.9272	Fabrice	0.5551	0.5922	130	0.7816
1	718 N	0.8429	Computer Science	Electrical Engineering, Robotics Engineering	417	0.5455	-6	0.4491	Inan	0.8314	0.2701	628	0.7973
3	-14 N	-0.1525	Computer Game Design	Games and Playable Media	366	-0.007	1044	0.1608	Sam	1.0307	0.8317	264	0.3434
3	79 N	0.0706	Computer Game Design	GAMES AND PLAYABLE MEDIA, COMPUTATIONAL MEDIA	612	-0.0486	1223	0.0478	?	1.0985	0.6056	489	0.4649
3	195 N	0.1498	Computer Game Design	Bioengineering, Games and Playable Media	232	0.0275	630	0.1782	Sam	0.9385	0.8386	359	0.7018
2	347 N	0.6048	Computer Engineering	Applied Mathematics, Biotechnology	136	0.6639	317	0.5447	Michael	0.1886	0.6326	737	0.5643
3	-21 N	0.0574	Computer Game Design	Bioengineering	429	-0.14	1002	-0.0316	Sam	0.6633	0.533	493	0.6164
4	206 N	0.7486	Applied Mathematics	Technology and Information Management	736	0.4014	702	0.1314	Tony	-0.0259	-0.2568	275	0.0508
3	-108 N	0.0912	Bioengineering	Computational Media	339	0.1359	853	0.1197	Sam	1.0414	0.9061	324	0.625
4	135 N	0.9997	Bioinformatics	Computational Media, Bioengineering	1080	0.4929	365	0.3138	TONY	0.361	-0.0535	804	-0.1592
3	-19 N	0.1723	Bioengineering	Bioengineering, Computational Media	695	0.4278	1056	0.1614	Sam	0.8837	0.8251	378	0.5628
3	-77 N	0.0965	Bioengineering	Bioengineering	454	-0.1349	1048	0.104	Sam	0.8531	0.7347	175	0.6418
5	915 N	0.423	Technology and Information Management	Applied Mathematics	950	0.7601	872	0.8853	fabrice	0.5266	0.6908	305	0.7607
5	924 N	0.3766	Robotics Engineering	Data Science, Biotechnology	714	1.1247	558	0.8307	Andrew	0.479	0.6225	335	0.5379
4	3 N	1.1071	Natural Language Processing	TECHNOLOGY AND INFORMATION MANAGEMENT	1060	-0.0617	478	0.3094	Chris	0.1322	-0.0178	804	0.0302
5	797 N	0.6511	Human Computer Interaction	Data Science, Applied Mathematics	786	0.7932	451	0.7403	Andrew	0.2536	0.7378	495	0.6617
5	977 N	0.3709	Technology and Information Management	Applied Mathematics, Biotechnology	391	0.9178	411	0.9764	Fabrice	0.461	0.4416	435	0.8771
5	711 N	0.1737	Technology and Information Management	Applied Mathematics	623	1.0104	663	0.77	Sam	0.5143	0.397	467	0.675
0	991 N	0.4994	Electrical Engineering	Computer Science	143	0.8081	384	0.6174	Chris	0.4347	0.7218	69	0.2273
3	238 N	0.032	Computer Game Design	Computer Science	371	0.282	825	0.0935	Sam	0.6195	0.5926	268	0.5145
2	460 N	0.7854	Statistics	Games and Playable Media, Bioengineering	335	0.7259	409	0.5914	Michael	0.4721	0.4804	803	0.5114
4	88 N	1.3013	Bioinformatics	Technology and Information Management	902	0.1783	266	0.1013	Vani	0.0285	-0.2602	741	-0.045
1	716 N	0.6357	Computer Science	APPLIED MATHEMATICS, BIOTECHNOLOGY	504	0.1784	-187	0.8191	Inan	0.8522	0.3025	708	1.0321
1	591 N	0.6292	Bioengineering	Robotics Engineering, Natural Language Processing	623	0.5601	215	0.7016	Eriq	0.8097	0.0962	543	1.0024
5	900 N	0.2888	Technology and Information Management	Data Science	850	1.2146	615	0.9655	Fabrice	0.3648	0.6128	422	0.7094
4	224 N	0.846	Applied Mathematics	Technology and Information Management	932	0.2047	542	0.1126	Lise	0.2255	0.0763	608	0.149
2	367 N	0.7069	Statistics	Bioinformatics	230	0.5722	268	0.3561	Michael	0.5298	0.5004	869	0.4563
0	632 N	0.174	Data Science	Computer Game Design	93	0.6911	854	0.3888	Chris	0.4321	0.6841	85	0.1647
1	805 N	0.7473	Games and Playable Media	Electrical Engineering	415	0.531	-35	0.5399	Inan	0.5862	0.2511	758	1.063
1	785 N	0.6871	Computational Media	Robotics Engineering, Electrical Engineering	438	0.4351	10	0.7038	Eriq	0.8421	0.1967	640	1.1519
2	393 N	0.6088	Bioengineering	Robotics Engineering	212	0.8475	233	0.2272	Michael	0.3532	0.4536	832	0.5436
5	868 N	0.424	Human Computer Interaction	Biotechnology, Applied Mathematics	725	0.8251	667	1.086	Andrew	0.4255	0.4809	466	0.9824
2	299 N	0.6019	Computer Engineering	Bioinformatics	547	0.8338	196	0.4232	Michael	0.3492	0.6006	716	0.3978
5	708 N	0.2193	Biotechnology	Applied Mathematics	915	1.1033	579	0.9538	Fabrice	0.2749	0.582	436	0.8091
0	961 N	0.2727	Data Science	Human Computer Interaction	-157	0.4058	512	0.5791	Chris	0.7174	1.0006	-109	0.2198
4	180 N	1.0124	Natural Language Processing	Technology and Information Management	1164	0.2753	372	0.2701	Tony	0.0399	-0.1432	798	0.2846
2	478 N	0.5948	Statistics	Statistics	344	0.8072	472	0.4197	Michael	0.1713	0.3113	835	0.4696
2	462 N	0.6692	Computer Engineering	Computer Engineering	137	0.7555	363	0.3927	Michael	0.2675	0.4442	898	0.4809
4	126 N	0.9021	Natural Language Processing	Statistics	874	-0.0264	668	0.1201	Vani	0.1011	0.2917	635	0.2438
0	503 N	0.0988	Electrical Engineering	Games and Playable Media, Bioengineering	29	0.5927	1022	0.5164	Chris	0.5356	0.898	98	0.2126
1	586 N	0.5868	Computer Science	Electrical Engineering	423	0.4602	274	0.8291	Michael	0.9348	0.1755	688	1.0041
4	117 N	0.8806	Applied Mathematics	Technology and Information Management	922	0.2841	479	0.2004	Tony	0.0143	-0.1586	706	0.2018
3	151 N	-0.0702	Bioengineering	Computational Media, Bioengineering	489	0.1906	1036	-0.0638	Sam	0.8926	0.8305	261	0.6378
1	807 N	NULL	games and playable media	Electrical Engineering, Natural Language Processing	596	0.2105	99	0.5664	Inan	1.0271	0.1235	686	0.965
0	1101 N	0.436	Electrical Engineering	Human Computer Interaction	166	0.449	900	0.5112	Lise	0.5524	0.7041	114	0.3687
3	148 N	0.1067	Bioengineering	Computational Media, Bioengineering	341	0.1444	833	0.0242	Sam	0.7019	0.599	377	0.3468
3	66 N	-0.0512	Computer Game Design	Computational Media, Bioengineering	260	-0.1092	988	0.0194	Sam	0.8775	0.6053	357	0.3057
1	573 N	0.683	Games and Playable Media	Natural Language Processing	355	0.5755	105	0.8066	INAN	0.6008	0.1473	556	0.9013
4	434 N	1.072	Bioinformatics	Technology and Information Management	1034	0.1063	420	0.092	Lise	0.1234	0.0496	543	-0.0237
0	861 N	0.2867	Data Science	Computer Science, Computer Game Design	-44	0.6839	695	0.5019	Reilly	0.3146	1.0129	-38	0.215
2	459 N	0.5262	Computer Engineering	Computer Engineering	484	0.7331	127	0.4506	Michael	0.2989	0.7158	828	0.5004
2	448 N	0.7205	Statistics	Bioinformatics	265	0.6487	364	0.282	Michael	0.2888	0.3264	929	0.5102
1	843 N	0.4547	Games and Playable Media	Electrical Engineering, Natural Language Processing	588	0.5525	-39	0.7801	Eriq	0.5916	0.1726	618	0.9882
4	293 N	0.8624	Bioinformatics	Statistics	814	0.1744	441	0.0807	Lise	-0.1076	0.3126	541	0.0321
5	967 N	0.5009	Technology and Information Management	Biotechnology	775	0.9452	623	0.8658	Fabrice	0.4688	0.4222	234	0.6174
4	251 N	0.9429	Natural Language Processing	Statistics	NULL	0.4955	195	0.3498	Lise	0.1034	0.3281	560	-0.0217
2	563 N	0.8479	Statistics	Computer Engineering	327	0.6932	?	0.5396	Michael	0.6316	0.4127	878	0.2912
2	371 N	0.8262	Statistics	Bioinformatics	203	0.8296	147	0.3751	Michael	0.6444	0.4832	753	0.1568
2	526 N	0.5069	Statistics	Bioinformatics	454	0.9645	297	0.3801	Michael	0.3173	0.4969	803	0.2745
5	1249 N	0.5546	Robotics Engineering	Applied Mathematics	840	1.0158	622	0.825	Fabrice	0.367	0.4664	352	0.6175
0	672 N	0.2301	Computer Engineering	Computer Game Design	119	0.6935	574	0.5477	Chris	0.3041	0.6436	-222	0.1947
0	937 N	0.4772	Data Science	Human Computer Interaction	87	0.8851	637	0.5164	Chris	0.4852	0.9404	1	0.3079
5	993 N	0.4809	Biotechnology	Applied Mathematics, Data Science	665	0.96	653	0.947	Fabrice	0.3489	0.5808	327	0.6428
2	387 N	0.7451	Statistics	Statistics	51	0.8281	139	0.3828	Michael	0.3163	0.5092	901	0.3645
3	139 N	-0.0118	Bioengineering	Computational Media, Bioengineering	522	0.1414	1133	-0.1871	Sam	0.8046	0.7483	335	0.4009
4	127 N	1.0925	Applied Mathematics	Statistics	788	0.0972	668	0.3558	Vani	-0.0944	0.2572	635	0.1126
4	223 N	1.0043	Electrical Engineering	Technology and Information Management	833	0.272	365	0.3745	Lise	-0.035	0.1134	585	0.3411
5	1342 N	0.3777	Human Computer Interaction	Data Science	None	0.9031	546	0.9065	Tony	0.629	0.9496	226	0.8652
1	588 N	0.6513	Computational Media	Robotics Engineering, Electrical Engineering	675	0.428	-164	0.8684	Eriq	0.457	-0.1196	722	0.9057
0	980 N	0.3255	Data Science	Computer Game Design, Human Computer Interaction	-76	0.483	610	0.7755	Reilly	0.363	0.8892	198	0.2703
4	79 N	0.9091	Bioinformatics	Technology and Information Management	899	0.1074	630	0.3134	Lise	0.0058	-0.1059	435	0.1123
0	533 N	0.2491	Electrical Engineering	Human Computer Interaction, Computer Science	66	0.7584	850	0.5148	Chris	0.6212	0.6309	-85	0.022
1	691 N	0.4781	Games and Playable Media	Robotics Engineering	535	0.4494	281	0.5467	Inan	1.1215	0.0586	600	0.6664
3	174 N	-0.0085	cOMPUTER gAME dESIGN	Computational Media, Games and Playable Media	422	0.2693	836	-0.1579	Sam	0.9279	0.6308	303	0.5293
1	648 N	0.615	Computational Media	Electrical Engineering, Robotics Engineering	363	0.4872	88	0.6395	Inan	0.6089	-0.1497	672	0.8827
0	632 N	0.3063	Electrical Engineering	cOMPUTER gAME dESIGN, hUMAN cOMPUTER iNTERACTION	-22	0.7417	527	0.523	Chris	0.8791	1.0661	201	-0.0643
3	-5 N	-0.0645	bioengineering	Computational Media	495	0.0552	1041	0.1105	Sam	1.1744	0.7449	493	0.2389
3	408 N	0.0287	Computer Game Design	Games and Playable Media	594	0.1825	1012	0.0014	Sam	1.0017	0.6095	550	0.6306
2	261 N	0.6115	Computer Engineering	Computer Engineering	385	0.6996	465	0.4623	Michael	0.3461	0.3603	1050	0.5069
4	224 N	0.7955	Bioinformatics	Technology and Information Management	832	0.0901	359	0.3269	Lise	0.2803	0.1598	446	0.0004
0	873 N	0.1771	Electrical Engineering	Computer Science, Computer Game Design	-158	0.6997	712	0.3446	Reilly	0.6433	0.7621	-16	0.1514
0	684 N	0.3656	Electrical Engineering	Computer Game Design	217	0.4523	643	0.4338	Reilly	0.6162	0.8654	207	0.1062
2	450 N	0.5477	Computer Engineering	Computer Engineering	718	0.6244	319	0.4969	Michael	0.2777	0.4115	968	0.5878
